DRUGid,code,name,unit,alias,py,wb,isClassical,SPETid,illustration,createDay,optrid,state
afcfb4b7-0ce3-4d5b-b6f6-9417de0ece57,2156,荜澄茄,克, ,bcq,aia,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
091ee526-d60c-4a52-9626-9b8fdad6e8a8,2157,夜交腾,克, ,yjt,yue,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
9fc47abf-a275-4986-9bfc-b0ab64241dd5,2158,鹤虱,克, ,hs,pn,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
f0c9389c-2ec0-4335-88e5-f7e47df6b8c9,2159,莱菔叶,克, ,lfy,aak,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
f973f46b-1a29-4eff-a868-15714aeb8266,2160,广角粉,克, ,gjf,yqo,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
e10c1d05-eba3-48a5-9ab3-eb05a16bf34c,2161,虎杖,克, ,hz,hs,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
de8f6b79-aab0-4937-9eaf-314804f558fc,2162,枳实,克, ,zs,sp,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
75d1ee3b-ff81-4a18-8450-4d4478b56766,2163,筚茇,克, ,bb,ta,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
cd25fc6a-9cd1-4949-b057-d7197516bec0,2164,桑叶,克, ,sy,ck,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
b7f74cbb-8916-4bb0-b7f3-e7a4cf675b00,2165,海风藤,克, ,hft,ima,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
1f4281b1-3d98-47e6-b678-b4c8c79bff0b,2166,大蓟根,克, ,djg,das,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
1cce914a-0f9d-4025-a457-1b22afb7b532,2167,人工牛黄,克, ,rgnh,wara,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
4970a48c-6879-48ef-8fef-23b0fcff9496,2168,枳壳,克, ,zk,sf,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
19c4518a-7294-4c11-919b-5d60ec1d65f0,2169,米仁,克, ,mr,ow,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
4ce15829-b3d9-4351-bed3-035b39b34ed8,2170,桔络,克, ,jl,sx,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
af8d3bfe-2784-4e29-ac71-87dca4fad845,2172,桔皮,克, ,jp,sh,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
8f956c0e-e8a4-45d1-b49c-746733d5e9df,2173,金雀根,克, ,jqg,qis,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
5c90d8a1-4832-4cb7-8d64-b5ff4d6df760,2174,青风藤,克, ,qft,gma,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
08b188a7-34e3-429d-9640-e5318cff0eed,2175,参蛤散,克, ,sgs,cja,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
4dc20c12-e894-4677-bfa0-758115e311e6,2176,桔核,克, ,jh,ss,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
cf996735-401c-40b3-a4c9-0d7159898167,2177,枸杞根,克, ,gqg,sss,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
d4fe74ca-6f81-4f8d-81f5-93c50dcde967,2178,鹿茸,克, ,lr,ya,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
97ffadb2-13ef-4809-8fc6-da758cbc097a,2179,乌梅,克, ,wm,qs,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
1d01b220-6c24-413e-8545-bb341479b09f,2180,连翘,克, ,lq,la,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
2873d619-af63-4ca8-b9aa-38b3c4082ec1,2181,马兰根,克, ,mlg,cus,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
012ca7e8-888a-445c-b7c0-8e849c6c7a77,2182,瓜蒌皮,克, ,glp,rah,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
bf42a907-df88-4155-8518-1b436f62632b,2183,蛤蚧,克, ,gj,jj,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
9397c3e6-6ee2-41ff-b436-9d63a64fbdab,2184,瓜蒌仁,克, ,glr,raw,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
344052c5-8a6d-489e-aefd-7f27dd251a7f,2185,络石藤,克, ,lst,xda,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
157746fb-e799-48ed-a878-edb831ecb67a,2186,羊蹄根,克, ,ytg,uks,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
fbf9ad2b-3d1d-4a70-bf9c-72479e6f4e93,2187,枇杷叶,克, ,ppy,pipa,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
a0265c5b-7554-4d9d-94fe-9911b0a74929,2188,大腹皮,克, ,dfp,deh,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
32e4e9e9-0ae1-4b5e-b173-a0ff0d8d579d,2189,麝香,克, ,sx,yt,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
54d2112f-5261-41ea-9ae3-550bc745fcd3,2190,薏苡根,克, ,yyg,aas,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
dbaf57bd-2321-41fb-af68-cbc017b9fecf,2015,淮小麦,克, ,hxm,iig,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
a095238c-7b10-40ad-b75f-90925452d03a,2016,茅根,克, ,mg,ta,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
3898b46a-f6fd-4261-ac1b-0d89f16bca3b,2018,莲房炭,克, ,lft,aym,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
34cf1654-e70f-4dac-a664-cc06f149bf17,2019,皮蛸,克, ,ps,hj,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
4b16111a-9775-4f77-88de-4ad0490d73bc,2020,山豆根,克, ,sdg,mgs,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
285a25bd-ff77-4bbb-a0b7-8a69c2aaad0e,2021,玄明粉,克, ,xmf,yjo,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
87dad5af-84e2-44d4-88be-c75960a01c81,2022,丝瓜络,克, ,sgl,xrx,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
43e9c253-5fcc-4109-a734-84e25fced7cb,2023,辛夷,克, ,xy,ug,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
a93167e1-af5c-49d3-9844-57ab55d9dc31,2024,花生衣,克, ,hsy,aty,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
4e7dfc96-13a1-4e34-8035-77363c368492,2025,紫石英,克, ,zsy,hda,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
ac7849dc-12db-4154-a07d-cd4b912741cd,2026,苎麻根,克, ,nmg,ays,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
ba5c2a99-177e-4990-b456-c93d79b1389d,2027,大豆卷,克, ,ddj,dgu,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
11f2be18-6c6a-43eb-bb50-8a9a4d7eedd9,2028,冬瓜子,克, ,dgz,trb,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
e24f1e7e-bdee-453d-ac16-09a6b0fe7902,2029,风茄花,克, ,fqh,maa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
76f89d0b-74d2-43c4-99a1-f1a9129a65b7,2030,自然铜,克, ,zrt,tqq,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
e9bbe072-3c47-42de-9f72-8eec78dd53d2,2031,麻黄根,克, ,mhg,yas,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
56b8b38d-2a23-4fdd-b56b-32c37f9c2d3f,2032,冬瓜皮,克, ,dgp,trh,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
71b5bdbc-c24f-45fc-a7c2-d8d43186518f,2033,胖大海,克, ,pdh,edi,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
95672dfb-4583-4703-99d5-d54d4d6fbf48,2034,糯稻根,克, ,ndg,ots,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
81315abc-3d37-4e1f-a433-3c69c0fbac6f,2035,橹豆衣,克, ,ldy,sgy,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
11f25646-e2ac-4b71-bd3d-2b183d0835c7,2036,密蒙花,克, ,mmh,paa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
baab5754-9470-40e8-9ce1-d1db32da98c9,2037,枯矾,克, ,kf,sd,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
f8ea97ba-2354-4d4b-a96f-48115ab05006,2038,黑大豆,克, ,hdd,ldg,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
81713b55-7a52-49a1-9e63-598d60269fef,2039,小茴香,克, ,xhx,iat,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
1474f366-4ab2-4506-acb7-8e66487c8d5e,2040,猫爪草,克, ,mzc,qra,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
3023aa0c-2a60-47b7-b284-66a39145e701,2041,明矾,克, ,mf,jd,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
6bc6c3ee-0e66-4ab9-a5db-08b646ba2938,2042,绿豆衣,克, ,ldy,xgy,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
36016972-402c-432c-af8a-ca7a563845ba,2043,鸡冠花,克, ,jgh,cpa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
aa682bc8-8595-4681-a271-ef6541505f8e,2044,花椒,克, ,hj,as,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
ebca40fd-a671-42f7-98ff-b0c025742515,2046,石燕,克, ,sy,da,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
d28f747f-095e-40d3-8ae5-b2f64121ec19,2047,绿豆,克, ,ld,xg,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
883ed5f5-7ac5-4202-987d-2edc97e8c227,2048,花椒目,克, ,hjm,ash,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
1ae95d58-f4c7-4f11-9e42-e960f9ee960d,2049,硼砂,克, ,ps,dd,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
b41a2e23-a463-419c-9ba1-0d58ebffa69e,2050,决明子,克, ,jmz,ujb,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
83e1fd8a-e1c1-4b1d-8434-fa3a1635d677,2051,合欢花,克, ,hhh,wca,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
8378b27e-377c-413c-805e-cbd56cb8de14,2052,酸枣仁,克, ,szr,sgw,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
381774ae-fdaf-41b6-89c6-1d685d06298b,2053,琥珀,克, ,hp,gg,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
12394e93-3bae-4326-9995-4f8bf9c780ff,2054,紫草,克, ,zc,ha,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
75daab70-84b2-4c47-adfe-6775e3ef7869,2055,天竺子,克, ,tzz,gtb,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
bf60b59e-badf-45b5-b07b-d4eee378718b,2056,铁落,克, ,tl,qa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
77d5e4c1-f971-42f0-84dd-fb07f9649cd2,2057,葛花,克, ,gh,aa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
f15b38e6-94e1-4eab-af2e-d08dbd57f622,2058,柏子仁,克, ,bzr,sbw,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
15d1bf19-60e4-4ea1-b841-374758b69ac9,2059,挂金灯,克, ,gjd,rqo,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
87c0dfe5-9169-4383-8de6-8cc39a1049ae,2060,鸡骨草,克, ,jgc,cma,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
e0b6a0d7-4481-4479-906f-fd254d33e42e,2061,冰片,克, ,bp,ut,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
e28b7d9c-e817-47c1-b227-97d8eca021a7,2062,杏仁,克, ,xr,sw,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
6d4c75d6-02de-413d-b85c-8c8b7b08b3b1,2063,地榆,克, ,dy,fs,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
7e7e15eb-2f7a-4bbe-adc8-bb41b1eb1b9c,2064,青黛,克, ,qd,gw,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
3fd34e53-fe6f-41a6-8d4b-8ac44212e0fb,2065,地枯蒌,克, ,dkl,fsa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
36eec330-0958-4e00-8311-c7a3ed68433c,2066,六神曲,克, ,lsq,upm,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
2e8931b9-f654-4a1d-83e6-8687a1bc0e57,2067,甜杏仁,克, ,txr,tsw,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
a91dfc6c-db7d-45cb-87e5-1beaedec488a,2068,代代花,克, ,ddh,wwa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
616ce4d1-f0ea-4e9d-85eb-8749cb3fa707,2069,方儿茶,克, ,fec,yqa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
8a9d6ea6-7b3f-4ebc-b3c9-497d1a3da6bf,2070,桃仁,克, ,tr,sw,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
53abb29b-d8d7-4a2c-95ff-947e22d91501,2071,樟脑,克, ,zn,se,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
67c3e574-874c-44e5-97c2-a20e4df72252,2072,芫花,克, ,yh,aa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
fd5e4f58-d532-4fbf-828d-2f7e3980e633,2073,郁李仁,克, ,ylr,dsw,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
a9bb138c-7a5a-470d-9833-500290a45f3e,1957,羊角,克, ,yj,uq,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
195fe573-35e7-4071-ad5a-c32d6c69434e,1958,金银花炭,克, ,jyht,qqam,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
2a9974ce-e52a-461b-a399-7107937a0e41,1959,水牛角,克, ,snj,irq,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
0ff3367e-a1b2-42b4-9743-832fb2e67ba8,1960,骨碎补,克, ,gsb,mdp,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
6945377c-ff77-4dfb-b7b3-23deda7f4167,1961,刀豆子,克, ,ddz,vgb,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
662b1b48-c071-43ff-baf4-b0ee8f241f0d,1962,白菊花,克, ,bjh,raa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
05c4d401-95d0-448f-a1de-f49cfde8fa21,1963,石膏,克, ,sg,dy,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
2feb19a9-dd31-4c7d-85cb-ccb92aec9e33,1964,石菖蒲,克, ,scp,daa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
2a5d71df-7416-44ac-a958-b3b22bbd2390,1965,龙骨,克, ,lg,dm,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
4cc1efb9-df22-4854-9ceb-ad3072101866,1966,黄菊花,克, ,hjh,aaa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
dd970a03-ebad-471c-8e8a-67d6ae16ccd0,1967,煅龙骨,克, ,dlg,odm,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
8fd3c663-77a1-424a-ac8f-147b85040356,1968,九节菖蒲,克, ,jjcp,vaaa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
4c0c800f-05da-4a99-ad24-feaabcf23e1b,1969,枳椇子,克, ,zz,sb,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
ea67f58e-6d2a-40ac-9911-aa1c764ca6af,1970,龙齿,克, ,lc,dh,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
c86f692b-f5fa-4047-980c-407453dbdc00,1971,野菊花,克, ,yjh,jaa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
c04104e4-623c-4b8a-9c1e-f80852e8aaf8,1972,茜草,克, ,qc,aa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
e2c65d7a-4af2-49cd-832c-a3a8520a29a5,1973,滑石,克, ,hs,id,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
4253e3e8-0469-4562-8af2-5bb942fe4e4c,1974,金樱子,克, ,jyz,qsb,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
feaa6849-5e59-405b-8bfb-acce2d33cb6c,1975,茜草炭,克, ,qct,aam,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
ff22b285-b646-4014-945d-f4cc9e861b1d,1976,猪牙皂,克, ,zyz,qar,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
afd83884-6937-44f1-85aa-1b4093131cb1,1977,红花,克, ,hh,xa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
98654759-6b08-4ebd-9cde-9dbc000b5f9d,1978,百部,克, ,bb,du,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
71351d9b-09d1-47bd-b75d-44f718221302,1979,皂荚子,克, ,zjz,rab,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
e0f48751-efd2-4817-a277-a5c084274415,1980,灵磁石,克, ,lcs,vdd,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
2b822c8a-d369-497a-9365-0debdc053829,1981,百合,克, ,bh,dw,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
71fd7c83-f748-4f82-beb2-866097d0e947,1982,浮海石,克, ,fhs,iid,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
fabdbbc1-ae92-42d3-9ec2-db6655a3a086,1983,瘪桃干,克, ,btg,usf,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
54556891-9bb5-45c7-91f5-2e355bb0f72f,1984,蛇床子,克, ,scz,jyb,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
104d516d-cd45-4df3-b92a-a7f011a129ea,1985,寒水石,克, ,hss,pid,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
c0678b30-30a8-424e-89fd-b507e2cb8f27,1986,威灵仙,克, ,wlx,dvw,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
8179deef-b50b-4096-a65b-4360f30a1a9b,1987,葫芦壳,克, ,hlk,aaf,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
9c889ab6-b9b3-4fc4-ad23-e0e789b6910b,1988,禹粮石,克, ,yls,tod,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
ae40f570-18ee-41e3-ba98-9084617574b1,1989,款冬花,克, ,kdh,fta,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
ca0b1a27-613d-4001-92cc-83de838efb1d,1990,地肤子,克, ,dfz,feb,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
